Rank,Name,Score,Provisional Rank,Provisional Score,Performance,Old Rating(β),Change,New Rating(β)
224,kt_tenel,2766619051790,225,92145084320,1787,0,+787,787
225,ChiyosBigDragon,2766501415441,233,92028653443,1785,1281,+157,1438
226,AllDirections,2766246619832,229,92118823007,1782,503,+527,1030
227,RunGood,2765213713770,227,92132321940,1780,701,+384,1085
228,ansain,2765062510922,226,92141604980,1778,446,+540,986
229,doDaylightCycle,2765021662566,215,92305131036,1776,836,+316,1152
230,hamuhei4869,2764219821434,232,92037604323,1774,591,+470,1061
231,uminorosujin,2762981659827,238,91927151849,1772,845,+309,1154
232,Forested,2762916823087,243,91832623148,1770,1173,+190,1363
233,Hum1060,2762573854724,231,92056546714,1767,954,+258,1212
234,yamake,2762382880592,221,92187160141,1765,316,+621,937
235,petit_sophia,2762287758978,239,91926545325,1763,1192,+175,1367
236,omr14t,2762218479852,253,91719774202,1761,779,+359,1138
237,yasu89,2762051929466,252,91723982907,1759,348,+610,958
238,daiju,2761878380589,241,91887958902,1757,1429,+107,1536
239,ozotadev,2760658022923,246,91793940720,1755,724,+385,1109
240,amentorimaru,2759654601917,237,91928368278,1753,968,+256,1224
241,ks2m,2759562318414,244,91812129059,1751,1064,+209,1273
242,ngng628,2758067934419,236,91940426832,1749,1145,+179,1324
243,kosakkun,2757827525745,230,92065778134,1747,0,+747,747
244,Akari__,2756957882704,245,91798090698,1745,319,+618,937
245,aspi,2756728498565,242,91874433215,1743,524,+468,992
246,Akijin_007,2755176204693,254,91713184212,1741,720,+357,1077
247,tsukasa_diary,2754633954645,264,91502456878,1739,865,+311,1176
248,shibh308,2754549272644,256,91627372333,1737,1212,+155,1367
249,naoya_t,2753873534379,247,91793484941,1735,927,+261,1188
250,Aqua3k,2753648155535,248,91780058679,1732,786,+318,1104
251,gyouzasushi,2753436372117,257,91620074369,1730,952,+243,1195
252,nahco314,2753223335140,262,91540828901,1728,1229,+161,1390
253,MinoruTazakura,2752379183904,268,91440225974,1726,550,+438,988
254,platinum,2752001956075,258,91611514273,1725,929,+250,1179
255,c_yan,2751617971543,249,91767787046,1723,1191,+177,1368
256,tabae326,2751273521944,251,91737766096,1721,619,+394,1013
257,spa15332,2750563718397,265,91499994902,1719,0,+719,719
258,riano_,2750498443404,255,91629606141,1717,0,+717,717
259,hiikunZ,2749858709819,263,91518813194,1715,1271,+133,1404
260,se1ka2,2749619339959,266,91478148263,1713,1316,+123,1439
261,ryuusagi,2749540757170,261,91544401770,1711,478,+469,947
262,ue1221,2749387189986,269,91407233077,1709,671,+374,1045
263,tarattata,2748409698154,279,91313378887,1707,1223,+144,1367
264,totori0908,2747920865151,260,91576957963,1705,1097,+206,1303
265,mui_nyan,2747869588886,240,91898095900,1703,738,+352,1090
266,sujin2010,2746802744753,282,91301451876,1701,530,+463,993
267,genomas,2746642542083,250,91762773245,1699,686,+350,1036
268,toku4388,2746572029706,280,91313200629,1697,1073,+191,1264
269,TKR18,2746069360285,272,91390771721,1695,0,+695,695
270,Mlxa,2745793369464,270,91403902843,1693,0,+693,693
271,firiexp,2745209533606,277,91323573876,1691,1193,+148,1341
272,math_hiyoko,2745070924786,259,91607176693,1690,955,+226,1181
273,Gobi,2745018105958,271,91400795815,1688,1424,+94,1518
274,tsutaj,2744530514018,288,91218586908,1686,217,+631,848
275,tute7627,2743982270259,284,91270684650,1684,1286,+123,1409
276,miisuke,2743850880416,289,91215761054,1682,182,+645,827
277,BURI,2743680705352,876,0,1680,0,+680,680
278,ykst51,2743400186906,283,91299225577,1678,215,+627,842
279,yatabis,2743338866111,281,91309812997,1676,862,+258,1120
280,toyuzuko,2742749844444,267,91457872149,1675,835,+269,1104
281,mtrh,2742711854485,285,91265911946,1673,769,+300,1069
282,ayaoni,2742648602846,286,91226615718,1671,52,+670,722
283,kazukun1311,2742281550275,287,91222884700,1669,0,+669,669
284,kuku10,2742051836350,276,91332368417,1667,720,+321,1041
285,saba,2741904775593,291,91157438606,1665,72,+664,736
286,pranavg000,2741159553245,290,91171504044,1664,798,+307,1105
287,nisui258,2741106812450,274,91372618678,1662,1130,+157,1287
288,arukuka,2740628107979,293,91140314618,1660,1062,+204,1266
289,obakyan,2738993930231,273,91390329929,1658,587,+407,994
290,kaikey,2738928538850,298,91072704633,1656,1121,+183,1304
291,shamio,2738849621630,299,91069669102,1654,961,+213,1174
292,hir810,2738675491873,296,91090643782,1653,477,+442,919
293,inu__dog,2738582096295,304,90990184347,1651,1181,+153,1334
294,yoichiro,2738572846914,278,91316603861,1649,488,+457,945
295,roto_37,2737704223187,300,91046721214,1647,1301,+111,1412
296,take911,2737692806198,301,91039888849,1645,747,+300,1047
297,ir_1st_vil,2737184965167,295,91110287921,1644,286,+569,855
298,unsre,2736567075856,275,91350895999,1642,987,+208,1195
299,kiwamo,2736153843273,305,90986611736,1640,1132,+151,1283
300,koikotya,2735699267912,294,91139214231,1638,1393,+107,1500
301,bitrate,2735142346330,302,91027078969,1637,895,+232,1127
302,Medakaa,2734722012578,306,90963450708,1635,98,+634,732
303,Kiri8128,2734507834076,108,95122548530,1633,609,+369,978
304,Raclamusi,2734165520786,312,90858188948,1631,1368,+100,1468
305,Sma,2732916582203,303,91024420352,1629,393,+501,894
306,physics0523,2732265272450,297,91073386442,1628,1123,+150,1273
307,oevl,2731814198744,314,90727773249,1626,0,+626,626
308,a63227676408404,2731754367827,307,90946164016,1624,661,+351,1012
309,NKT,2730827625123,316,90713206077,1622,1008,+204,1212
310,liningyuan19,2729981085320,292,91157354361,1621,0,+621,621
311,Strorkis,2728924554130,315,90720223666,1619,1262,+113,1375
312,imuraya,2728245496116,310,90872313015,1617,359,+483,842
313,Trineutron,2727930875428,308,90940088631,1616,1049,+171,1220
314,keroru,2727524697206,309,90911759391,1614,763,+275,1038
315,kedama,2727148931499,313,90770976181,1612,0,+612,612
316,august14,2727144489918,317,90701609460,1610,1792,+31,1823
317,Mayimg,2726498591366,321,90681403648,1609,1388,+84,1472
318,GEHOx2,2725652359593,325,90654351091,1607,893,+219,1112
319,rinmao,2724667307907,322,90668518326,1605,601,+350,951
320,Stonefeang,2724112422188,319,90695852293,1604,1000,+205,1205
321,yk109,2722845213578,328,90521411888,1602,670,+311,981
322,ei1903,2722514768886,329,90493424008,1600,0,+600,600
323,kzyKT,2722230381977,320,90682984208,1598,937,+196,1133
324,dtis,2722076767253,311,90860868729,1597,142,+596,738
325,dn154,2721730851066,333,90423574927,1595,1314,+97,1411
326,tkzw_21,2721196888191,332,90423838789,1593,217,+568,785
327,hogeover30,2718613219141,338,90370842730,1592,863,+251,1114
328,rxoxixyxd,2718372546180,318,90701015749,1590,320,+518,838
329,NOSS,2718212075733,337,90390530355,1588,0,+588,588
330,NASU41,2717912175418,330,90465024233,1587,847,+227,1074
331,n0ma_ru,2716332780037,327,90546830075,1585,842,+229,1071
332,recta,2716109446032,340,90347321872,1583,0,+583,583
333,ValGrowth,2714577470931,331,90451994034,1582,1164,+149,1313
334,titia,2714331624123,351,90178981123,1580,1185,+122,1307
335,Yama24,2714146570468,335,90410442257,1578,0,+578,578
336,pngn,2713840873426,354,90089703912,1577,788,+275,1063
337,KYM384,2713294067117,347,90218118636,1575,0,+575,575
338,kemkemG0,2713276133789,344,90254433181,1574,780,+249,1029
339,Shiro_S,2713105673728,348,90214372825,1572,875,+239,1114
340,ganmodokix,2712494167546,349,90211074574,1570,1258,+103,1361
341,kakel_san,2712437640480,343,90276897047,1569,0,+569,569
342,Motsu_xe,2712296934713,350,90208867525,1567,1105,+139,1244
343,puyopop,2711928271690,334,90419343181,1565,744,+262,1006
344,m_buyoh,2711733178862,346,90244128385,1564,1615,+47,1662
345,emthrm,2711612100500,359,90044419179,1562,1186,+120,1306
346,iceslime1104,2708878765957,366,89880674962,1560,875,+207,1082
347,yagumana,2708346202642,339,90350620605,1559,387,+432,819
348,west321kei,2708020813706,362,90010406297,1557,0,+557,557
349,mdaw,2707884688531,345,90250041155,1556,0,+556,556
350,GSE,2707808060810,342,90289776777,1554,0,+554,554
351,bayashiko,2707090985336,353,90095139494,1552,52,+568,620
352,m44,2705828779881,326,90607617796,1551,0,+551,551
353,ramdos,2705415190423,363,89959893783,1549,372,+438,810
354,halphy,2704546692859,355,90086433176,1548,1007,+160,1167
355,soraie,2704280843451,352,90105453352,1546,864,+210,1074
356,ecto0310,2704265815340,367,89874986819,1544,360,+469,829
357,zoomin,2704200422793,358,90044504456,1543,675,+309,984
358,potato167,2703113953856,374,89723233919,1541,953,+178,1131
359,t98slider,2702591621120,361,90027697611,1540,1150,+128,1278
360,faustaadp,2702303658471,356,90076976313,1538,0,+538,538
361,negibose2020,2702223311557,368,89870631290,1536,644,+293,937
362,yta_smh17,2702081102218,370,89844751260,1535,930,+206,1136
363,mt_kuma,2702067149351,365,89913115717,1533,785,+235,1020
364,sako0384,2701753918513,364,89939664623,1532,0,+532,532
365,ryo_n,2701463422808,371,89835439883,1530,691,+269,960
366,yasunori,2699717829157,375,89708094309,1529,225,+522,747
367,madoka,2699375850136,357,90044672181,1527,299,+477,776
368,jkdorayaki,2698274704201,376,89707495920,1525,0,+525,525
369,kuruton456,2697941839079,360,90033807459,1524,863,+216,1079
370,nephrologist,2697043534434,369,89849772649,1522,908,+180,1088
371,unaunagi,2695880046368,372,89799477367,1521,967,+165,1132
372,ariver78,2695288018802,378,89536321263,1519,1025,+150,1175
373,Taisei2001,2695014501932,373,89748784159,1518,508,+373,881
374,Raysphere,2692603475509,377,89651899734,1516,0,+516,516
375,aka12,2690174811208,386,89364882682,1515,546,+328,874
376,betrue12,2690155705627,394,89058049460,1513,962,+188,1150
377,sangonana,2688546278675,382,89437641258,1512,410,+395,805
378,zauberer,2688088279032,379,89528951190,1510,727,+245,972
379,saky0080,2687059731202,380,89524380663,1508,1071,+133,1204
380,phspls,2686382421611,387,89341606035,1507,702,+282,984
381,T_M,2686245140286,389,89314822380,1505,0,+505,505
382,koneco,2685894541241,385,89397169734,1504,266,+490,756
383,hika_tgy,2685788136205,381,89507236559,1502,88,+531,619
384,makecir,2685211530843,391,89184215564,1501,244,+497,741
385,daut,2683486746816,388,89325319092,1499,690,+256,946
386,zachni,2683377677206,384,89421135744,1498,173,+518,691
387,boocoo,2681434702296,390,89242865165,1496,301,+471,772
388,Hexazine,2681170524348,393,89108587827,1495,1399,+69,1468
389,auaua,2677096433838,398,88999579690,1493,0,+493,493
390,katsunori,2676518507709,392,89173693480,1492,629,+306,935
391,earlgrey_yh,2676246574052,396,89004516028,1490,1229,+93,1322
392,statiolake,2674687165445,404,88813122734,1489,0,+489,489
393,shojin_pro,2673780598300,395,89028385323,1487,175,+510,685
394,uzzy,2673371904648,323,90667152867,1486,1325,+76,1401
395,shop_one,2672154611485,397,89002610955,1484,740,+257,997
396,lotus0509,2671929463792,336,90400990721,1483,438,+392,830
397,CheckMate,2670843793623,403,88862459104,1481,687,+250,937
398,US_cube,2670517540633,408,88650688338,1480,1173,+109,1282
399,amaguri0408,2666719417323,383,89437223469,1478,1378,+66,1444
400,hotate29,2666083592378,406,88766069458,1477,187,+471,658
401,Kevinxiehk,2665862520140,400,88903097234,1475,1348,+83,1431
402,pal4de,2663857884578,416,88465255495,1474,487,+362,849
403,goto_isyuku_dev,2663330865856,417,88438307284,1472,0,+472,472
404,itigo,2661570836183,411,88575794872,1471,102,+508,610
405,Ushiiin,2660635073006,413,88548015748,1469,892,+175,1067
406,spady,2660169572561,407,88670972902,1468,294,+430,724
407,masa0211,2659263381386,414,88532812983,1466,0,+466,466
408,Godowsky,2658802281121,412,88549251192,1465,433,+363,796
409,zeke,2658081938525,402,88875250039,1463,990,+150,1140
410,dicecu,2658005280340,410,88590302616,1462,1104,+114,1218
411,naname,2655066562916,415,88477910591,1460,189,+489,678
412,clavis1107,2654611212159,426,88089218557,1459,1505,+47,1552
413,km1234,2654564839375,419,88337942159,1458,398,+374,772
414,keroido,2653939069365,409,88628967439,1456,0,+456,456
415,pierrot1123,2652024218140,420,88337281573,1455,1132,+105,1237
416,terrafarm,2649449752771,422,88169269694,1453,419,+361,780
417,harurun,2648223238697,423,88128103230,1452,879,+177,1056
418,marurunn1,2647812655848,425,88092292181,1450,473,+358,831
419,minato0824,2647721829089,421,88316548574,1449,0,+449,449
420,Shigeki,2646722345099,427,88081107370,1447,942,+150,1092
421,Avirexsky,2646015947916,438,87849439424,1446,0,+446,446
422,commy,2645336052521,428,88035113839,1444,539,+298,837
423,KKT89,2643985285603,418,88379948347,1443,882,+171,1053
424,Nzt3,2643385562304,431,87997177363,1442,713,+225,938
425,tonq,2642799584177,443,87732865724,1440,0,+440,440
426,Oe4ef622,2642485721101,424,88097350717,1439,853,+199,1052
427,Tomii9273,2642338739113,456,87571755963,1437,1321,+68,1389
428,BSer,2642097285893,429,88008772701,1436,135,+481,616
429,shikixyx,2641495509614,439,87838424842,1434,0,+434,434
430,peroon,2641372663838,447,87697971703,1433,84,+479,563
431,iis914,2640539614670,434,87931527784,1431,501,+309,810
432,yahoobb,2638792553523,436,87881560952,1430,1192,+88,1280
433,salmon0852,2638686961853,440,87833384576,1429,0,+429,429
434,espressivosubito,2638514414536,444,87714616415,1427,724,+216,940
435,laft,2637743779855,437,87852936214,1426,871,+168,1039
436,Programmerryoki,2637160971660,454,87601624539,1424,437,+362,799
437,sten,2637059175210,450,87676394388,1423,219,+458,677
438,yukhgcsh,2636668334353,445,87700901618,1421,172,+468,640
439,kaerusan82433413,2636348882328,432,87962939074,1420,613,+255,868
