Rank,Name,Score,Provisional Rank,Provisional Score,Performance,Old Rating(β),Change,New Rating(β)
82,hiratai,5844534,80,96534,2204,2028,+48,2076
83,Okay,5841691,82,96390,2199,1385,+230,1615
84,Omotchi,5833737,81,96477,2194,2423,+15,2438
85,masayoshi64,5832650,88,96026,2189,766,+619,1385
86,hiikunZ,5823198,87,96057,2184,1775,+92,1867
87,ymatsux,5820752,93,95676,2179,2561,+10,2571
88,theory_and_me,5812054,91,95845,2174,1984,+54,2038
89,nrvft,5808861,90,95966,2169,2225,+26,2251
90,ccppjsrb,5808314,86,96057,2165,1209,+314,1523
91,Mayimg,5804142,97,95450,2160,1603,+135,1738
92,makibishi0212,5801125,89,95980,2155,1651,+122,1773
93,piddy,5800804,96,95474,2151,827,+514,1341
94,dn154,5799083,94,95524,2146,1603,+130,1733
95,Yu_212,5798296,98,95434,2141,2067,+46,2113
96,takytank,5783635,95,95495,2137,1770,+82,1852
97,btk15049,5778424,92,95733,2132,2326,+17,2343
98,suisen,5774968,99,95082,2128,1763,+103,1866
99,rmizuta,5761647,100,94890,2124,1364,+214,1578
100,tsukasa_diary,5747634,101,94870,2119,1754,+103,1857
101,kkiizz,5744245,102,94786,2115,374,+850,1224
102,fgwiebfaoish,5740859,106,94546,2111,2028,+45,2073
103,soto800,5731649,103,94712,2106,1633,+114,1747
104,Forested,5728161,105,94580,2102,1512,+158,1670
105,krps,5727616,107,94543,2098,627,+634,1261
106,tute7627,5727261,110,94353,2094,1844,+71,1915
107,masas1991,5718159,111,94345,2090,1303,+215,1518
108,chudanu,5717963,104,94611,2085,1769,+76,1845
109,arimatti,5714338,119,93873,2081,1422,+177,1599
110,Kahuka,5712167,108,94482,2077,1419,+164,1583
111,satanic0258,5710136,109,94476,2073,1960,+48,2008
112,hexa0611,5706389,112,94287,2069,1128,+297,1425
113,catoon,5706139,116,94104,2065,1925,+64,1989
114,miku,5704348,113,94192,2061,1652,+94,1746
115,zach,5703010,120,93855,2057,1824,+69,1893
116,Yuki_B,5695774,140,92889,2054,1942,+47,1989
117,Shibungi,5691863,121,93764,2050,1594,+109,1703
118,tokio_at_tokyo,5688512,117,94102,2046,270,+872,1142
119,boatmuscles,5684722,126,93538,2042,0,+1042,1042
120,cottoncotton,5683789,127,93484,2038,2030,+36,2066
121,RTnF,5682507,132,93316,2034,1355,+183,1538
122,lucifer1004,5679515,114,94139,2031,1174,+272,1446
123,jaku,5677742,118,93912,2027,503,+688,1191
124,aka12,5677508,124,93590,2023,1150,+254,1404
125,hiro116s,5677401,131,93332,2019,1842,+52,1894
126,xyz600,5673281,134,93250,2016,2002,+29,2031
127,fky_,5672822,115,94117,2012,2002,+41,2043
128,ikoma,5665553,130,93409,2009,0,+1009,1009
129,YamagenSakam,5664033,122,93748,2005,1840,+58,1898
130,KoD,5659176,123,93623,2001,976,+355,1331
131,Eguy,5657497,128,93450,1998,161,+905,1066
132,drogskol,5657496,133,93278,1994,1192,+254,1446
133,Risen,5655143,137,93106,1991,1899,+42,1941
134,ue1221,5653617,135,93216,1987,1162,+239,1401
135,tamato,5649706,136,93137,1984,1093,+274,1367
136,Pech1,5648230,125,93552,1980,893,+389,1282
137,cunitac,5635039,147,92478,1977,1855,+49,1904
138,yuusanlondon,5634187,138,93029,1973,2259,+16,2275
139,hidachinoiro,5634049,153,92279,1970,0,+970,970
140,bqn,5630502,129,93421,1967,1319,+164,1483
141,kacho65535,5629362,139,92962,1963,1025,+297,1322
142,yuto1115,5628659,142,92776,1960,933,+356,1289
143,koneco,5621171,149,92386,1957,1509,+123,1632
144,pngn,5620257,148,92473,1953,1064,+291,1355
145,RheoTommy,5619944,141,92877,1950,590,+578,1168
146,Moegi,5615386,146,92639,1947,1743,+61,1804
147,AllDirections,5607771,145,92697,1943,1031,+302,1333
148,Tatsuyaaaa,5594202,143,92755,1940,585,+545,1130
149,emthrm,5592650,150,92357,1937,1961,+38,1999
150,nuts,5590709,151,92302,1934,1992,+26,2018
151,roto_37,5589830,167,91684,1931,1649,+80,1729
152,aki1502,5583282,168,91622,1927,0,+927,927
153,greedy_imos,5581093,154,92085,1924,18,+912,930
154,int_cl,5580369,158,91959,1921,1085,+295,1380
155,olphe,5579913,152,92293,1918,1832,+43,1875
156,mdj982,5579786,170,91397,1915,0,+915,915
157,penpenpen,5579697,163,91854,1912,736,+435,1171
158,sensaur,5577388,159,91894,1909,2090,+21,2111
159,N_hara,5576215,144,92744,1905,464,+632,1096
160,iraytno,5573066,157,91991,1902,0,+902,902
161,yosss,5564902,156,92010,1899,2435,+10,2445
162,abb,5563126,160,91885,1896,1932,+25,1957
163,MtSaka,5562170,155,92034,1893,788,+350,1138
164,hukinorin,5559967,165,91756,1890,745,+448,1193
165,snow39,5555207,174,91132,1887,1653,+78,1731
166,Akijin_007,5554352,172,91326,1884,1078,+245,1323
167,bin101,5541543,200,90436,1881,1967,+24,1991
168,Kyo_s_s,5539630,161,91858,1878,1138,+240,1378
169,mtsd,5539410,176,91094,1875,0,+875,875
170,USA,5538654,177,91089,1872,3252,+0,3252
171,yosh1,5538556,182,90959,1870,776,+396,1172
172,arc,5537386,166,91696,1867,1435,+126,1561
173,mn_7545,5537029,179,91080,1864,449,+614,1063
174,ecasdqina,5536593,164,91852,1861,18,+850,868
175,cozy_sauna,5531294,180,91042,1858,1517,+103,1620
176,phspls,5531222,169,91501,1855,1382,+120,1502
177,moxn_nxom,5529694,171,91342,1852,328,+687,1015
178,merhorn,5528987,173,91157,1849,1466,+106,1572
179,longrun,5528854,181,90971,1847,1695,+53,1748
180,Kiri8128,5521694,178,91086,1844,1597,+86,1683
181,plcherrim,5521195,187,90705,1841,1394,+105,1499
182,otsuneko,5511865,175,91131,1838,1375,+114,1489
183,shim0,5510028,191,90613,1835,1591,+76,1667
184,yunix,5509712,193,90559,1833,1408,+106,1514
185,Lorent,5505808,189,90651,1830,346,+638,984
186,dn6049949,5505324,184,90898,1827,2070,+16,2086
187,zatt,5501550,190,90628,1825,1497,+78,1575
188,agridrama,5498414,183,90934,1822,239,+719,958
189,hte,5497395,202,90380,1819,1223,+174,1397
190,hamuhei4869,5491250,195,90532,1816,1293,+132,1425
191,mooaki,5491060,212,90162,1814,1733,+43,1776
192,pointN,5490754,226,89915,1811,638,+433,1071
193,maeda3,5490732,186,90730,1808,1614,+58,1672
194,sasayu,5487811,188,90670,1806,841,+352,1193
195,monnu,5484139,198,90451,1803,2216,+10,2226
196,altairrr,5483784,192,90563,1800,1404,+104,1508
197,n_knuu,5479878,207,90268,1798,0,+798,798
198,moririn2528,5475809,204,90312,1795,1132,+203,1335
199,uil,5475023,211,90165,1793,1327,+132,1459
200,matsu7874,5474383,185,90770,1790,1414,+84,1498
201,easthop,5473609,196,90482,1787,221,+704,925
202,stoq,5472663,213,90148,1785,217,+679,896
203,tsuinatomikku,5472097,214,90130,1782,545,+477,1022
204,negibose2020,5472074,194,90551,1780,1202,+138,1340
205,ansain,5470726,217,90052,1777,1448,+97,1545
206,chocorusk,5469308,218,90049,1775,1444,+108,1552
207,yatabis,5467567,233,89682,1772,1321,+102,1423
208,YTOK,5466632,199,90448,1769,932,+295,1227
209,MatsuTaku,5466033,203,90367,1767,1664,+61,1725
210,totori0908,5464969,206,90281,1764,1962,+19,1981
211,qxa,5464188,223,90002,1762,971,+253,1224
212,negoto_coder,5463026,221,90021,1759,0,+759,759
213,yaumu3,5460599,229,89774,1757,91,+736,827
214,august14,5460458,201,90384,1755,2498,+3,2501
215,mikam,5455248,209,90212,1752,0,+752,752
216,nasubi24,5453796,216,90063,1750,1152,+149,1301
217,beta,5453515,225,89928,1747,574,+418,992
218,mattu34,5453470,219,90027,1745,0,+745,745
219,shibaken496,5453019,210,90169,1742,0,+742,742
220,koikotya,5450691,222,90020,1740,1504,+90,1594
221,ak9,5446250,215,90072,1737,714,+358,1072
222,i8nd5t,5442521,232,89709,1735,799,+339,1138
223,shihaka,5441857,231,89714,1733,1143,+161,1304
224,aokabi,5439662,208,90240,1730,75,+717,792
225,poka,5437729,243,89041,1728,1105,+178,1283
226,Shibuyap,5437586,224,89939,1725,2147,+9,2156
227,n0ma_ru,5437361,227,89792,1723,1307,+94,1401
228,oks,5436709,230,89749,1721,1349,+107,1456
229,eqimp,5434056,234,89638,1718,749,+354,1103
230,tellur,5429363,240,89239,1716,365,+572,937
231,sepa_38,5425198,237,89393,1714,241,+598,839
232,amayapetako,5421431,238,89370,1711,1467,+64,1531
233,Lafolia,5420598,236,89427,1709,1268,+128,1396
234,TAB,5417876,239,89252,1707,0,+707,707
235,t98slider,5416421,260,88397,1704,1647,+38,1685
236,rosso01,5413742,244,88956,1702,1279,+100,1379
237,xsd,5413449,220,90023,1700,1187,+138,1325
238,nishionyama,5412405,247,88867,1697,332,+579,911
239,megaD,5411769,245,88906,1695,109,+680,789
240,Armavica,5410315,242,89131,1693,747,+344,1091
241,jackson_0427,5400199,250,88798,1691,0,+691,691
242,a01sa01to,5394170,246,88875,1688,1069,+153,1222
243,souta_1326,5393603,254,88569,1686,1450,+88,1538
244,noimi,5392163,248,88843,1684,1799,+30,1829
245,catupper,5385869,241,89224,1682,1871,+20,1891
246,m_m,5384585,228,89786,1679,1780,+21,1801
247,rinmao,5383366,257,88490,1677,952,+213,1165
248,nmy,5381187,251,88754,1675,97,+667,764
249,sca1l,5377078,267,88033,1673,1202,+111,1313
250,Nyanyan,5374583,235,89500,1671,1785,+32,1817
251,allegrogiken,5370076,258,88486,1668,1302,+96,1398
252,maze1230,5367482,259,88430,1666,657,+373,1030
253,ichyo,5361766,256,88496,1664,2336,+2,2338
254,Lukiw,5361497,265,88135,1662,0,+662,662
255,mbo57,5357197,269,88010,1660,0,+660,660
256,tardigrade,5353802,266,88135,1657,977,+192,1169
257,kenken1724,5348354,255,88506,1655,0,+655,655
258,Aqua3k,5347077,261,88379,1653,1372,+73,1445
259,noy72,5340452,197,90468,1651,0,+651,651
260,dannygo,5338657,273,87776,1649,435,+488,923
261,coffee_beans,5337446,263,88252,1647,0,+647,647
262,mezzou,5336715,264,88244,1644,232,+596,828
263,KKT89,5336231,292,87426,1642,1408,+59,1467
264,OjiCoder,5334869,268,88031,1640,652,+337,989
265,tagucha,5333467,271,87854,1638,404,+500,904
266,Romann,5330920,277,87738,1636,1097,+126,1223
267,kanra824,5329984,282,87642,1634,1117,+154,1271
268,koryou,5329112,290,87458,1632,0,+632,632
269,taxi1729,5328860,270,87940,1630,838,+251,1089
270,rinrion,5326689,276,87760,1627,1005,+153,1158
271,amitani,5326496,300,87322,1625,793,+269,1062
272,sten,5323294,272,87837,1623,1172,+130,1302
273,y_yu,5322722,318,86775,1621,822,+224,1046
274,aaaaaaaaaa2230,5322645,301,87294,1619,730,+274,1004
275,startcpp,5319790,249,88821,1617,1185,+153,1338
276,Nanashima,5318510,291,87443,1615,362,+492,854
277,mdstoy,5314491,286,87524,1613,1517,+41,1558
278,samoshi,5314208,283,87596,1611,166,+599,765
279,NakahashiNakashi,5313536,281,87689,1607,844,+225,1069
279,adda,5313536,280,87689,1607,194,+585,779
279,mrng,5313536,279,87689,1607,722,+289,1011
282,minyoru,5312558,262,88312,1603,0,+603,603
283,cmiki,5312266,307,87132,1601,268,+551,819
284,peroon,5311856,275,87767,1599,1702,+34,1736
285,misora192,5311410,306,87211,1597,132,+598,730
286,physics0523,5311276,278,87715,1595,1798,+15,1813
287,pytran,5311149,295,87388,1593,206,+571,777
288,SidewaysOwl,5310469,285,87568,1591,317,+490,807
289,CivilTaro,5307010,296,87379,1589,0,+589,589
290,rin204,5306053,313,86991,1587,1504,+47,1551
291,ir_1st_vil,5305781,288,87487,1585,1371,+62,1433
292,patron,5305269,305,87245,1583,1222,+89,1311
293,a63227676408404,5305248,310,87087,1581,1213,+92,1305
294,Motsu_xe,5304875,289,87470,1579,1324,+70,1394
295,Kazu1998k,5299520,293,87424,1577,1445,+50,1495
296,tabr,5298552,287,87518,1575,782,+276,1058
297,HoKai,5295770,311,87040,1573,0,+573,573
298,TakahiroNakamori,5293992,298,87366,1571,0,+571,571
299,makio93,5291173,309,87101,1569,1033,+134,1167
300,aonama,5290553,315,86911,1567,1115,+107,1222
301,SIGSEGV,5290228,325,86585,1565,0,+565,565
302,Izayoi_R,5285077,297,87375,1563,1351,+66,1417
303,kys,5284160,304,87245,1561,132,+572,704
304,Strorkis,5280565,317,86827,1559,1520,+34,1554
305,takuhouse,5279564,320,86731,1557,0,+557,557
306,prd_xxx,5278065,162,91855,1555,1986,+7,1993
307,ecto0310,5275815,330,86438,1553,830,+221,1051
308,Micc,5274409,323,86654,1551,0,+551,551
309,hasamaku,5268827,322,86708,1549,823,+225,1048
310,komori3,5267781,329,86490,1547,2070,+3,2073
311,hasegawa1,5266374,334,86299,1546,1383,+55,1438
312,sumochi,5262620,348,85794,1544,824,+221,1045
313,Ryoga_exe,5257195,303,87269,1542,830,+236,1066
314,amoshuangyc,5254437,312,87028,1540,501,+389,890
315,gengar_094,5253761,327,86491,1538,682,+262,944
316,KBTIT,5252712,333,86352,1536,1002,+138,1140
317,kusano,5249433,337,86193,1534,2120,+2,2122
318,near12,5248404,314,86971,1532,1145,+106,1251
319,Mitsubachi,5246627,326,86502,1530,132,+549,681
320,udon1206,5246514,345,85928,1528,2064,+4,2068
321,jutama,5245028,316,86886,1527,1622,+36,1658
322,zeke,5241333,332,86370,1525,1140,+112,1252
323,imuraya,5240395,351,85541,1523,1333,+57,1390
324,Chippppp,5240124,321,86714,1521,0,+521,521
325,AmaneHujiwara,5236278,308,87129,1519,0,+519,519
326,fujiringo,5235062,331,86410,1517,0,+517,517
327,hal_goldfish,5234963,340,86045,1515,1244,+84,1328
328,smiken,5228489,346,85920,1514,0,+514,514
329,daut,5226848,338,86085,1512,1162,+89,1251
330,glycine,5224923,336,86200,1510,629,+279,908
331,shu8Cream,5221922,352,85529,1508,812,+189,1001
332,mitsunoir,5218813,319,86744,1506,962,+162,1124
333,delta71,5211801,357,85204,1504,995,+122,1117
334,petit_sophia,5211342,343,85944,1503,1498,+37,1535
335,meltice,5210882,354,85420,1501,884,+191,1075
336,m_buyoh,5199711,205,90287,1499,1937,+6,1943
337,Hum1060,5194525,356,85260,1497,1220,+80,1300
338,ainem,5193570,360,84979,1495,0,+495,495
339,kumakumaaaaa,5193484,344,85942,1493,1738,+16,1754
340,tashikani,5192288,342,86014,1492,1858,+14,1872
341,kit84,5191824,358,85157,1490,1116,+84,1200
342,unos,5191762,349,85774,1488,112,+493,605
343,lotus0509,5191302,362,84929,1486,831,+194,1025
344,Kude,5189305,350,85654,1484,237,+490,727
345,hotate29,5188475,339,86076,1483,944,+132,1076
346,TKO,5184973,364,84911,1481,0,+481,481
347,Genius3435,5184365,294,87390,1479,649,+265,914
348,G4NP0N,5181919,359,85114,1477,1239,+75,1314
349,yuta28,5180237,335,86226,1475,35,+496,531
350,nephrologist,5179295,347,85835,1474,1308,+50,1358
351,take911,5169505,353,85502,1472,1242,+63,1305
352,Shiro_S,5168716,369,84520,1470,1298,+57,1355
353,ty70,5167566,363,84913,1468,134,+504,638
354,jammargarine,5161808,361,84976,1466,0,+466,466
355,falc8000,5157897,366,84736,1465,866,+164,1030
356,granddaifuku,5150287,368,84572,1463,214,+484,698
357,PCTprobability,5145214,365,84852,1461,619,+251,870
358,iaNTU,5144118,328,86490,1459,2342,+0,2342
359,saiton03,5144110,367,84727,1458,840,+190,1030
360,perifereia,5141009,373,84210,1456,637,+252,889
361,kyoroid,5133389,376,83982,1454,1459,+31,1490
362,t104,5129551,284,87596,1452,1310,+66,1376
363,Shuzaei,5127475,381,83740,1451,0,+451,451
364,to_omoT222,5126183,383,83609,1449,1329,+55,1384
365,lastpoet,5123905,371,84313,1447,0,+447,447
366,kaede2020,5119084,374,84155,1445,1320,+45,1365
367,toyuzuko,5108656,379,83812,1444,1352,+35,1387
368,ysys_Ba,5107113,382,83644,1442,1327,+46,1373
369,l_ength,5105344,378,83875,1440,1922,+5,1927
370,tonakai,5104536,372,84260,1438,1133,+75,1208
371,keroru,5102405,388,83437,1437,1295,+41,1336
372,merom686,5096580,387,83439,1435,1942,+4,1946
373,Roastedtoast,5095154,384,83556,1433,0,+433,433
374,nahco314,5087228,385,83546,1431,1549,+22,1571
375,Mojumbo,5078865,392,82980,1430,417,+374,791
376,Mcik,5072753,370,84392,1428,626,+253,879
377,mkawa2,5070840,406,82011,1426,112,+475,587
378,shinnshinn,5064782,375,84051,1424,72,+469,541
379,math_hiyoko,5064656,380,83798,1423,1454,+34,1488
380,terrafarm,5063635,302,87283,1421,851,+148,999
381,UMRgurashi,5060961,341,86030,1419,772,+180,952
382,mitssan,5043924,390,83055,1418,0,+418,418
383,jjjjjjjtgpptmjj,5043242,391,83005,1416,1669,+11,1680
384,Nekomimimi,5031028,393,82926,1414,1650,+31,1681
385,zachni,5030799,394,82922,1412,1201,+71,1272
386,PrussianBlue,5028021,395,82897,1411,29,+436,465
387,Sylvv,5024331,389,83378,1409,0,+409,409
388,SinC,5022775,274,87776,1407,104,+461,565
389,takumat,5018501,407,82010,1406,748,+198,946
390,Diary,5003429,405,82057,1404,0,+404,404
391,ramdos,5003407,410,81850,1402,933,+120,1053
392,nemoi,5002655,404,82120,1401,1089,+70,1159
393,Gobi,5002012,399,82569,1399,1858,+5,1863
394,tcltk,5001697,403,82169,1397,856,+152,1008
395,keikey9612,4998419,402,82320,1395,0,+396,396
396,Rssll_Krkgrd,4995556,401,82402,1394,693,+174,867
397,threecourse,4994213,411,81842,1392,1855,+8,1863
398,US_cube,4993556,418,81627,1390,1501,+24,1525
399,Isshii,4984717,417,81652,1389,614,+223,837
400,tomu106,4984261,377,83920,1387,0,+387,387
401,semicoron221,4983418,416,81654,1385,0,+386,386
402,ktr216,4979434,425,81341,1384,359,+359,718
403,kenta2997,4975436,423,81423,1382,1532,+25,1557
404,emankcin,4971346,420,81619,1380,1103,+62,1165
405,kyon2326,4970187,414,81705,1379,297,+376,673
406,goudezhao,4969478,435,81141,1377,1232,+51,1283
407,shinchan,4969138,408,81920,1375,0,+376,376
408,nesya,4965692,490,80657,1374,1659,+21,1680
409,Reuven,4964321,355,85392,1372,352,+377,729
410,kotamanegi,4964209,413,81814,1370,1661,+18,1679
411,zume,4961340,433,81210,1369,0,+370,370
412,m_asa_o,4960790,481,81051,1367,547,+261,808
413,zezero,4957255,486,80931,1365,1160,+59,1219
414,yito98,4956793,431,81232,1364,0,+365,365
415,Example,4956676,412,81817,1362,972,+121,1093
416,ransewhale,4956061,421,81572,1360,944,+116,1060
417,iwzk,4955219,484,80973,1359,0,+361,361
418,hrokamo,4952427,424,81397,1357,965,+100,1065
419,shiromai,4950407,432,81215,1355,0,+358,358
420,io_voyage,4948380,487,80924,1354,0,+356,356
421,terakan315,4943918,428,81264,1352,590,+228,818
422,andychen,4941296,426,81317,1350,0,+353,353
423,ngng628,4941098,434,81149,1349,1448,+24,1472
424,uuuu_s,4940945,482,81042,1347,1229,+44,1273
425,miau,4936556,502,79793,1345,1048,+67,1115
426,clavis1107,4936273,253,88616,1344,1552,+25,1577
427,Alfalfa0709,4932593,409,81897,1342,178,+417,595
428,rhincodon66,4932461,483,81013,1340,1501,+18,1519
429,laczil,4931670,436,81097,1339,0,+343,343
430,Alex0724,4927026,427,81308,1337,0,+342,342
431,ryo_n,4925401,477,81084,1318,1286,+37,1323
431,Masaoooo,4925401,440,81084,1318,1225,+44,1269
431,iappley08,4925401,475,81084,1318,0,+326,326
431,honya,4925401,460,81084,1318,0,+326,326
431,math,4925401,474,81084,1318,881,+140,1021
431,Nzt3,4925401,444,81084,1318,1057,+72,1129
431,nyst,4925401,471,81084,1318,1263,+42,1305
431,AC961009,4925401,448,81084,1318,0,+326,326
431,g1ac3,4925401,441,81084,1318,0,+326,326
431,tukitoka,4925401,476,81084,1318,1086,+71,1157
431,Kevinxiehk,4925401,472,81084,1318,1546,+23,1569
431,marroncastle917,4925401,465,81084,1318,775,+137,912
431,monkukui,4925401,470,81084,1318,317,+364,681
431,akane831,4925401,450,81084,1318,680,+192,872
431,baku1101,4925401,455,81084,1318,1622,+15,1637
431,yougoto,4925401,464,81084,1318,927,+101,1028
431,kanzakihikaru,4925401,467,81084,1318,860,+113,973
431,kiwamo,4925401,478,81084,1318,1458,+21,1479
431,tunehira,4925401,446,81084,1318,1438,+19,1457
431,yahoobb,4925401,438,81084,1318,1443,+19,1462
431,mrdro_mrdro,4925401,443,81084,1318,0,+326,326
431,mpily,4925401,452,81084,1318,52,+377,429
453,keita1,4925330,462,81084,1299,372,+335,707
454,Ramsey,4925063,415,81702,1298,0,+310,310
455,neutrox17,4924767,480,81051,1296,97,+382,479
456,fire5386,4921507,430,81247,1294,0,+307,307
457,yatuba,4918170,398,82682,1293,197,+361,558
458,primenumber_zz,4915725,491,80467,1291,467,+263,730
459,Chroma7p,4914300,396,82857,1290,496,+244,740
460,kakitamasziru,4912877,479,81063,1288,664,+184,848
461,mmilk1231,4908957,492,80409,1286,0,+301,301
462,maki_glenscape,4901946,494,80330,1285,1066,+58,1124
463,fmhr,4900748,445,81084,1283,1452,+22,1474
464,mochi32,4892342,501,79828,1281,70,+361,431
465,YunaMana,4890306,495,80241,1280,1097,+52,1149
466,kakel_san,4888898,397,82785,1278,1599,+18,1617
467,keserasera_77,4878709,499,80012,1276,1479,+18,1497
468,tonpe_yoshiharu,4876601,493,80356,1275,0,+292,292
469,xiris,4874278,453,81084,1271,0,+290,290
469,ttkkggww,4874278,510,79094,1271,1596,+16,1612
469,jj1guj,4874278,512,79094,1271,1002,+73,1075
469,blackyuki,4874278,437,81084,1271,0,+290,290
473,haj1me,4873491,463,81084,1267,979,+81,1060
474,fish0504,4872345,299,87362,1265,425,+269,694
475,deuteridayo,4869579,451,81084,1263,310,+340,650
476,googol_S0,4869356,485,80964,1262,1094,+80,1174
477,soitakahashi,4869261,442,81084,1260,849,+116,965
478,David_S,4863882,518,78949,1258,330,+332,662
479,bayashi_cl,4847806,505,79559,1257,415,+253,668
480,Kepler,4845591,504,79634,1255,0,+278,278
481,kyo1,4839405,507,79285,1254,1480,+15,1495
482,bo9chan,4835864,508,79212,1252,0,+276,276
483,Nachia,4826417,529,78276,1250,1099,+63,1162
484,tayu0110,4822989,519,78884,1249,161,+362,523
485,souma987,4822710,520,78834,1247,1175,+43,1218
486,pnnc205j,4818713,517,78954,1245,1082,+90,1172
487,E2E,4817794,509,79153,1244,0,+271,271
488,sou1649,4809173,528,78475,1242,375,+283,658
489,Zaurus,4805826,524,78715,1240,993,+87,1080
490,ryuusagi,4805452,516,78973,1239,1295,+25,1320
491,wotto_375_876,4804999,523,78748,1237,0,+266,266
492,TowersofHanoi,4803324,514,79093,1236,1733,+6,1739
493,forest3,4802860,522,78771,1234,585,+180,765
494,tabae326,4791546,497,80056,1232,1290,+26,1316
495,mulvery,4790446,534,77785,1231,0,+262,262
496,JeffBacher,4789205,468,81084,1229,132,+347,479
497,pierroteknik3817,4786873,525,78569,1227,0,+260,260
498,Skygood,4781824,526,78500,1226,136,+346,482
499,lemondo,4775696,489,80843,1224,1148,+62,1210
